VMName;RAM;RAM_percentage;RAM_LastAvgUse_Gb_SD;CPUCount;CPU_percentage;CPU_LastAvgUse_MHz_SD;NETWORK_LastInboundAvgUse_Kbps_P95;NETWORK_LastInboundAvgUse_Kbps_SD;NETWORK_LastOutboundAvgUse_Kbps_P95;NETWORK_LastOutboundAvgUse_Kbps_SD
150786_FREYR_WS2012 (51e3fa65-a533-476c-a23c-56f6a12492d3);6;100;0;4;6;279;83;390;95;334
150786_HOGUN_WS2012R2 (171b09d6-a85d-4f0d-96f3-c513f4cc4573);40;100;0;8;59;2766;261;131;6193;1689
150786_IDUN_DEEP_SECURITY (83243885-0db5-4e08-9acd-62a51d71a02c);12;100;0;2;10;293;2;61;1;29
150786_IDUNN_WS2012R2 (054e27fc-d37e-4fc4-aed4-8293721d45fc);8;100;0;2;4;213;9;32;6;2
150786_TIPPING_POINT_VSMS (29442fb8-a49e-4983-8834-475ac595994c);12;99;0;4;46;599;14;3;11;25
155225_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bits;128;99;33;12;5;884;29;18;318;95
159026_CENTOS_SERVER_6.7_64Bits (5fc10330-e83f-4bff-b1d7-786c97cf28f5);16;99;0;4;35;1104;1;5;16;31
160124_SEIDOR_CONO_AGRO;64;86;3;8;103;7202;1;0;0;0
162326_PTSA_CENTOS_6.8 (03f0ded2-495e-4cc1-88e6-3ffa024d2b8c);6;95;1;2;11;191;11;15;16;16
162572_TM518200001 (44d28f3f-aaa0-4f29-bf24-13f7a6c14815);4;100;0;2;10;162;70;23;56;34
162784_TM502200173 (0e3e6c77-23cf-4c54-a7e8-9371ca70862c);12;100;0;8;1;68;1;2;1;3
162816_TM502200111 (58efc55a-cecf-4940-8ccf-55a16e949344);16;100;0;8;1;63;1;5;1;1
164708_SE_cl_Web_App_Arauco (c4b76680-84b8-4f97-a613-b33c86aede2c);4;100;0;2;5;144;1;4;2;5
164709_FE_cl_App02 (1de00102-727a-4b4e-98d2-12f897fc30f3);16;100;0;8;32;2283;151;83;149;59
164710_SE_cl_Web_App (b3474507-87b1-4ff3-95bc-8ff5989c2501);32;100;0;8;54;2598;747;285;571;252
164711_FE_cl_Bd01 (ba823eff-2657-4cd3-8045-7b87d044bb68);24;100;0;4;117;2066;463;163;1324;3485
165326_SUSE_HANA_12_SP2 (5005b593-0a0f-42d4-8ffa-326d8fc01793);1024;88;94;28;10;1933;979;613;2751;1598
165551_SEIDOR_VISTAGE_PROD;64;100;0;8;5;462;42;44;128;154
165600_PROFESIONALES (d7d8bc76-b21c-4820-97e1-b4407b449a44);4;100;0;2;1;2;0;0;0;0
168089_WMASTER_LCTL_SAS_WIN_2012_R2_STD_A (b1a9a542-7058-4448-98e1-ca0499472369);4;100;0;4;3;53;3;1;3;1
168117_Task (8b25d7ef-259d-4a36-aedf-6e7f45534676);6;100;0;4;79;2454;78;27;117;39
168117_Task_9112018 (ea68d33d-e892-49ce-8e75-b2c2ad8a6087);6;100;0;4;6;335;24;11;116;41
168123_Hermes (af789042-3352-4ed9-a011-4a0bd8e81339);2;89;5;2;10;130;0;1;0;1
168131_Datos;8;100;0;2;6;333;114;134;206;273
170068_SAP_BW_Productivo (1515565d-5b46-4994-8cd5-f9c8ed83d5bc);32;96;3;6;2;214;92;343;56;152
170070_WIN_2012_R2_STD (9a5aa067-4157-475a-997e-18d7aef46303);64;100;0;10;3;136;2;1;1;1
170071_SAP_PI-PO_Dev (6c26f37f-afdf-43eb-905e-e95d94b037e7);32;98;0;4;2;63;0;18;0;751
170177_SUSE_SEIDOR_TEDEAR_AG;64;100;1;16;3;587;24;21;95;40
170210_SATURNO3 (c68fa5eb-f798-4e1e-926a-61c8d6fabc23);32;82;4;4;11;364;82;136;3383;1503
170210_SATURNO3_restored;32;26;1;4;2;45;0;0;0;1
170515_VTHOR (e5078ac2-f4ad-4bcb-ada5-7117fb9f619a);20;100;0;4;14;340;78;26;332;64
170521_APOLO_18042019;4;99;0;2;119;2181;364;136;284;92
170522_DINAMICO1_19Mar;8;100;0;6;79;2409;723;337;655;336
170523_DINAMICO2_01102018_NEW (1f775437-c998-4ac1-80c0-fdbe2b4e6f44);4;100;0;2;59;1228;42;19;13;11
170525_DINAMICO4 (8d98a754-1a7c-4521-a2ed-6d6ec13664b7);4;92;0;2;119;239;13;4;7;2
170526_DINAMICO5_NAGIOS_PDV (91c61d6a-0350-49db-bc5d-7e50fad95fb0);4;95;0;4;88;3593;2;0;2;0
170731_WINDOWS_SERVER_2012_R2_STD_RESTORED;16;98;5;4;59;1535;266;116;1877;855
172159_WINDOWS_2012_R2_STD (f34ecde6-f062-41b0-8651-671b9818b2e3);32;100;12;6;13;466;47;54;83;601
172641_BLD-VRTL-TS208_WIN_2008_R2_STD_x64;12;100;0;6;23;1128;501;209;138;58
172641_GENERALI_SEGUROS_GENERALES_SA_WIN_ (3e104cff-049e-4f9f-9831-422a2e267648);4;100;0;2;3;138;1;3;0;0
172641_PRD-PRB_FISICO (ef594443-d7fa-4af9-964c-7add83171caf);10;100;0;4;36;1070;96;171;1459;2626
172641_SVR-PRD-ROOTCA_WIN_2008_R2_x64 (b3e63f26-e6b6-4cbc-8cb7-9de60309cf7a);2;100;0;2;7;234;1;2;0;0
172641_SVR-PRD-SQL_WIN_2008_R2_STD_x64;32;100;0;20;65;5579;253;89;5086;1651
172641_SVR-PRD-USERS_WIN_2008_01122018;8;98;0;4;8;257;0;0;1;0
172641_SVR-PRD-WEB_WIN_2008_R2_X64 (6caf8669-5b0d-4c1f-94cf-0974610fd389);20;100;0;6;26;1593;622;203;949;326
172641_SVR-VRTL-DC1_WINDOWS_SERVER_2012_R (4745efb9-cf3e-4950-abd1-2b7870bc1ac3);8;100;0;8;11;625;168;116;251;144
172641_VRT-PRD-BI_WIN_2008_R2_ENT_x64;20;100;0;4;41;1589;12060;4191;175;60
172641_VRT-PRD-BI_WIN_2008_R2_ENT_x64 (346981a5-f582-4758-ba77-e01b470326d2);20;100;0;4;24;921;4946;1459;72;48
172641_VRT-PRD-SEVIN_WIN_2008_R2 (f2e984d4-b8e1-4d3a-a536-bc140e2415fa);4;100;0;4;9;484;40;23;12;16
172641_VRT-PRD-SEVIN_WIN_2008_R2 (ff6922b8-54a4-4c89-9ad6-44b4d9ec28f7);4;100;0;4;6;370;26;23;1;41
82794_Portal_web_2511;64;23;0;10;3;76;4822;758;877;130
82794_UNICOLMAYOR_APP10_2511;64;22;3;10;7;372;12734;3264;2458;613
82794_UNICOMAYOR_PORTAL_WEB;80;32;0;10;0;2;0;0;0;0
82795_UNIVERSIDAD_COLEGIO_MAYOR_DB;64;28;8;8;2;69;0;0;0;0
832923_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;18;100;4;8;6;397;2885;1978;517;711
832925_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;28;100;7;8;3;200;8;314;14;192
862998_LogRhythm_DP (e56a2938-da24-470b-9a2e-1bb49df5f4ea);16;100;1;8;40;1448;1738;504;3603;1160
863000_LINUX (e7b13c80-7fd2-4f12-89d3-01a99f8c6e73);50;100;4;12;33;3105;2651;1033;438;181
863791_CLONE_WINDOWS_SERVER_2012_R2_STD_130219;16;100;2;8;15;616;227;46;4820;1034
868191_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;256;99;62;12;13;1943;1;168;1;5
873391_SUSE_LINUX_ENTERPRISE_SERVER_11_SP4_64Bit;128;75;25;64;1;312;4;501;19;36
873391_SUSE_LINUX_ENTERPRISE_SERVER_11_SP4_64Bit_New;128;14;0;64;0;6;0;0;19;7
883891_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;160;2;2;40;1;370;0;0;0;0
884393_SUSE_LINUX_ENTERPRISE_SERVER_11_SP4_64Bit;128;43;7;24;1;269;12;67;0;13
891791_WINDOWS_SERVER_2016_STANDARD_64Bit (8dc3a237-0905-4e7f-8128-9fe67260f6aa);4;100;1;2;1;10;0;0;0;0
892310_MASTER_LCTL_SAS_CENTOS_7.5 (39fb92c7-f24b-4102-88d7-7bcb0a4d01ad);4;100;1;2;37;682;4;2;116;58
892310_MASTER_LCTL_SAS_WINDOWS_2016_DATAC (46eb0577-8214-40d4-b8d3-1f99860718c2);4;100;0;2;1;196;0;21;0;2
892310_MASTER_LTCL_SAS_CENTOS_7.6_2 (185f92c0-01ce-4b63-8f3f-f8a1dc1f1dfe);8;62;1;4;16;748;0;0;0;0
892310_World Office (2e466025-35ee-4bb8-b790-d5abe38661c7);8;100;0;4;13;613;1;55;4;6
893905_TM518200001 (44d28f3f-aaa0-4f29-bf24-13f7a6c14815);4;100;0;2;6;101;42;23;26;14
894153_TM512200014 (f7623b9e-97be-4a38-b686-e748b9694904);24;97;2;16;11;1255;1142;1623;5297;1938
894165_TM520200152_NEW (df52f949-4c90-4cb7-9ae0-fd1bd6e6f7a1);12;96;1;8;5;710;86;32;4654;3213
894167_TM502200065 (c11ff852-2a57-45ff-8cd0-3ff3612f06c0);32;100;1;24;1;132;4;771;1;1717
894173_TM502200077_2012;12;100;0;12;20;2130;0;0;0;0
894304_BOG-WEB-23-ICA (616483d3-8331-4f55-8ed8-64b9d0336268);32;79;5;12;2;177;55;23;50;25
894306_SRVSQL03_ICA (06ecab10-7c35-4588-9680-0ffb74de616c);32;87;4;12;2;133;16;5;70;24
894307_DIRECTORIO_ACTIVO (802b9ab3-03ab-4f41-8a86-03da613172f9);8;47;0;8;1;23;11;4;14;5
894318_RED_HAT_6.6_ORACLE_DATABASE_12C_ST;96;98;8;16;47;6178;382;1493;391;1665
895492_WINDOWS_SERVER_2016_STANDARD_64Bits;16;100;2;4;6;228;2;43;1;245
909492_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;16;100;2;6;4;182;0;1;0;0
91381_Portal_Web_Uniagraria (964d3273-4af6-4c20-968a-ffcccb345547);6;96;0;2;46;323;10;4;317;82
914792_WINDOWS_SERVER_2012_R2_STANDARD_64BITS;140;15;0;14;9;0;0;0;0;0
925694_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;8;88;2;4;31;1132;0;8;0;1
939995_SUSE_LINUX_ENTERPRISE_SERVER_12_SP1_64Bits;192;10;3;40;0;78;0;0;0;0
172641_VRT-PRD-SPARTA_WIN_SRV_2012 (458a8fc5-b6ae-43fc-9c22-8a6d6ffa1b4b);4;100;0;4;1;90;7;1;0;0
172641_VRT-SQL-SEVIN_WIN_RESTORE_11-03-19;12;98;0;8;14;92;11;0;0;0
172641_VRT-TST-SISEN08_WIN_2008_R2_STD_x6 (a5196b20-9f44-49b1-9ff9-d00d9810ca14);4;100;0;4;5;393;4;49;2;13
172641_WINDOWS_SERVER_2008_R2_STANDARD_SP (ac41e7c7-4534-4860-8492-81246180172e);4;100;0;4;2;111;7;10;0;0
172641_WINDOWS_SERVER_2016_DATACENTER 64BITS_SVR-PRD-RESQ;8;100;0;4;22;587;0;18;0;1
172641_WINDOWS_SERVER_2016_DATACENTER_64Bits_3;8;100;2;4;1;325;0;90;0;1
175344_SUSE_SAP (429ffc5d-e53a-4bd7-97cc-b6554e44102d);48;99;0;6;29;1376;4;31;33;191
175346_SUSE_12_SP2 (dd33c35f-f7c3-4585-9a8c-7348d133f1ed);30;98;0;4;41;1287;2;29;0;1
175612_WINDOWS_SERVER_2012_R2_STD (dca7dfb4-b399-4fa6-afa7-49eae6011c36);24;100;0;6;39;956;134;46;13241;4380
178527_CF_SE_cl_co_AD (b8e481bf-948e-489d-ad0c-d67be4f026ff);2;100;2;2;3;56;2;49;1;30
179517_COFINALMX;16;99;0;1;1;171;0;0;0;0
180221_RED_HAT_6.6_ORACLE_DATABASE_12C_OP;128;99;31;26;1;11;0;0;0;0
180270_MIKROTIK (7eb11eb9-5225-46f0-9ae7-86512d1e821a);1;8;0;2;1;14;207;72;223;77
180296_RED_HAT_6.6_ORACLE_DATABASE_12C_ST;96;99;22;16;81;2149;0;846;1;31
182329_TTMPAY01_PAYROLL2 (dbacf253-ee3c-41e1-b3ea-f280c967f502);8;100;0;4;20;546;92;191;51;39
182627_WINDOWS_SERVER_2012_R2_STANDARD_64Bits_11MAR;8;100;0;4;6;325;3;29;15;9
182661_SUSE_LINUX_ENTERPRISE_SERVER_12_SP2_HANA_64Bit;38;100;7;8;6;622;448;508;208;111
183615_Quico (5a07b36d-5f5d-42a9-8049-4ec716991fde);4;100;0;4;12;484;11;8;51;26
183619_NewMapServer;8;14;0;4;0;1;0;0;0;0
184570_ERP-DEV-QAS;38;99;5;8;1;109;142;157;41;292
185484_FTP (efd21716-5cdc-4843-9a82-a0e86a5c2461);4;95;0;2;17;350;2723;3709;5234;1501
186193_RHEL_7.2_HAN (c439d44c-8b95-4efe-9ec9-33499d4fe242);512;100;0;18;0;26;0;11;0;437
186199_RHEL_7_POE (121594f7-01bc-4b71-ba2d-98238d92fc16);256;68;3;10;1;50;0;6;0;0
186465_NEPTUNO_0404 (4607ec36-d995-4444-884b-d6930fe83fc8);12;98;2;8;9;3931;540;375;364;127
186465_NEPTUNO_3003;12;100;1;8;15;806;3790;1432;811;371
186861_Clemente (850da633-67ca-4f78-9560-e8bc036f6652);8;100;0;4;5;168;8;921;31;502
188549_PROD_CLSAASP02 (a0413eaf-69cc-4811-9b14-11f1b1af17c1);4;94;0;2;63;721;1;0;17;6
189392_SUSE_SAP_ORIGINAL;64;98;1;8;15;578;11;3;0;0
190908_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;192;100;28;40;23;5477;404;109;561;421
191909_CENTOS_SERVER_6.9_64Bits;32;8;0;6;0;61;0;3212;0;82
191910_CENTOS_SERVER_6.8_64Bits;32;70;5;6;0;103;0;1290;0;10
33633_132250_sap_hana_express_test;12;27;0;2;5;15;0;0;0;0
402752_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;12;100;0;4;2;66;18;27;94;40
406448_PLANTILLA (4201720b-d007-46b4-8ab2-0470ece53088);8;71;1;2;44;688;0;16;0;2
95454_UNIVERSITARIA_VIRT_WIN_2012_141218;12;75;1;4;29;766;4;1;122;34
95454_UNIVERSITARIA_VIRT_WIN_2012_PRD_2910;12;73;1;4;35;1043;4;1;101;23
95454_UNIVERSITARIA_VIRT_WIN_2012_PRD_NEW;12;100;2;4;33;864;6;5;138;46
95454_UNIVERSITARIA_VIRT_WIN_2012_RESTORE;12;75;0;4;27;758;5;1;109;26
95455_UNIVERSITARIA_VIRTUAL_RHEL_5.8_x64 (97af41b0-6a8b-43bb-ac5e-c46bb5d38a70);4;98;0;4;82;2309;5;3;13;10
95712_VYGON_WIN2K8_R2_ENT_2;8;100;0;4;74;3404;510;204;432;172
96466_MASTER_LCTL_SAS_CENTOS_6.4_x64-2909 (da1c6dd8-4e0e-4fd9-adfb-09636dc148ca);8;98;0;4;23;663;280;23062;350;13807
96467_Master (b71f6b16-2610-4af1-856b-2b62ca55959c);8;14;0;4;2;23;0;1;0;0
96470_MASTER_LCTL_CENTOS (3705789c-8298-4071-af6a-acea94f25122);16;99;0;4;19;796;3;2;54;18
96523_UNICOLMAYOR_APP3_PRUEBAS (423c2c43-7135-4e1d-8fb1-ffe66f787652);64;6;0;4;0;13;0;0;0;1
96523_UNICOLMAYOR_PRUEBAS_NEW;8;98;0;4;6;371;7;4420;7;23
96524_UNICOLMAYOR_ISODOC (99910050-59a1-44ed-a3a8-c2641597a8ec);8;100;0;4;18;617;87;44;69;41
96525_UNICOMAYOR_ORFEO;48;5;0;6;2;75;21;7;29;9
96525_UNICOMAYOR_ORFEO;64;41;2;6;2;108;9;5;55;22
967895_WINDOWS_SERVER_2016_DATACENTER_64Bits;10;100;1;10;1;240;0;6;0;0
97827_DATCO_SOLUCIONES_WIN_2008_R2_ENT (25b77685-4531-4b67-bcf7-b3fd46b7b9ee);16;100;0;4;9;178;9;4;84;21
983397_SUSE_LINUX_ENTERPRISE_SERVER_12_SP4_64Bits;32;100;12;8;8;1053;1;1053;11;26
98678_GDS-SER-ADI (5a76a17e-ed68-45ce-ad3a-750318623fc4);2;85;0;2;1;200;6;7;7;16
98678_GDS-SER-ADI (9be5c1f0-f138-47f4-ba0f-fd44a29f602b);2;100;0;2;2;338;5;37;4;20
98685_GDS-SER-NARROW (c88ca639-ca54-42b6-b15f-a23f549dc97e);4;100;1;2;1;89;0;4;0;8
98690_GDS-SER-WEBAPP_ORIG (c7f61ebd-b9d4-424d-83fc-7d7ac4fbe0fe);4;100;0;2;5;119;326;119;444;156
98693_GDS-SER-IT (9219a5ca-7702-46d5-9973-7ca2cce5f351);2;100;0;1;3;40;1;1;2;2
98693_GDS-SER-IT (f99c754c-35bb-477a-937c-21e3861afa9e);2;94;0;1;2;34;1;1;0;1
98694-GDS-SER-SQLREST (be2ed43b-51c9-475b-9560-0e58444435ff);8;100;0;4;13;453;250;92;54090;19940
98795_Diverquin_Win_2012_R2 (7a9d21cc-9be0-4685-a12e-d5e03de42126);16;96;1;4;15;460;336;130;847;292
989410_WINDOWS_SERVER_2016_DATACENTER_64Bits;64;55;4;8;5;561;59;190;7;5
989428_WINDOWS_SERVER_2016_DATACENTER_64Bits;64;51;4;8;1;698;0;114;0;2
99076_WINDOWS_SERVER_2012_R2_STANDARD_64B (368939de-09b7-4444-92f0-2304267be6a1);4;100;0;8;1;15;1;1;2;1
99078_NEPTUNO_DRP (8be24cfc-48b6-431f-bf5c-8aa4ac4a31c7);12;99;5;8;23;1386;0;0;3;4
99939_ATOS_lrja-db_CENTOS_6.5_x64 (5537b15d-df4f-4716-86fa-0dbb33b55b02);32;100;0;24;1;175;62;1851;2;6
406448_SRVIISCWTEST (c65a0b57-f60e-44be-9733-fc50adbac6e2);8;46;0;2;0;0;0;0;0;0
422990_Capa_Web_2;32;84;5;8;3;280;5;11;6;3
422994_Capa_Web_6;32;85;3;8;3;334;4;15;6;7
436409_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;6;100;0;6;4;242;14;15;2;1
436412_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;12;100;1;6;10;494;172;67;96;36
448119_VM-EMSSANAR-APP1-IFX_restore_02052019;30;18;0;12;0;3;0;0;0;0
448130_VM-EMSSANAR-SQL-IFX;12;100;1;6;24;1582;88;248;2;361
448133  IFX CLOUD Server;30;99;9;12;1;138;145;3672;6;192
448145_CENTOS_SERVER_7.0_64Bits_pruebaszerto;4;94;1;2;2;381;3;1;1;33
601431_Comfa-prod;8;100;0;6;61;2486;2377;820;221;136
601433_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;4;100;0;2;4;101;15;16;18;19
601442_CENTOS_SERVER_5.6_32Bits;6;97;1;4;57;2097;56;38;2021;729
601448_UBUNTU_SERVER_16.04_LTS_64Bits;4;100;0;4;1;71;0;5;6;7
601449_UBUNTU_SERVER_14.04.1_LTS_64Bits;2;100;0;2;3;25;0;1;0;1
739150_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;16;43;1;24;3;918;0;0;0;0
782419_FE_co_App (73ce5569-d259-43d0-917a-2f6589212aff);4;100;0;2;39;631;76;121;40;124
782420_FE_co_ MT1 (9604df03-8c91-48fe-99b4-b3cb91749c40);3;39;0;2;1;1;0;0;0;0
782420_POSTFIX01-P-CLON (9b3eb63a-a007-49b8-9366-7b084233d885);4;97;1;2;11;81;0;1;0;1
783421_WINDOWS_SERVER_2016_STANDARD_64Bits;16;98;0;4;2;84;2;24;4;9
785918_UBUNTU_SERVER_10.04_LTS_64Bits;8;99;2;8;0;31;0;762;0;12
824719_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;32;100;7;8;8;568;455;821;302;110
826422_AIRWAVE;48;16;1;8;4;121;0;0;0;0
826422_AIRWAVE;48;25;3;16;3;99;0;0;0;0
826422_CENTOS_SERVER_6.9_64Bits.;48;17;1;8;7;337;0;0;7;3
827919_WINDOWS_SERVER_2016_STANDARD_64Bits;16;48;0;12;1;325;113;716;120;172
832620_WINDOWS_SERVER_2016_STANDARD_64Bits;20;90;2;4;4;349;0;233;0;4
832929_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;18;72;4;8;3;153;34;49;34;19
832933_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;18;70;5;8;2;1787;11;5;12;4
838120_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;48;78;8;4;17;499;444;130;17;6
838120_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit_new;4;100;1;2;13;417;0;2;0;0
838629_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;16;86;4;4;8;338;31;64;169;171
838651_Windows_Server_2003;6;96;0;4;19;528;0;0;0;0
854584_SYNC1_AC_PRO;10;100;0;4;5;73;141;53;170;62
854594_JNJISRVPLANI 100.151_V11;16;97;2;8;1;18;0;0;0;1
866491_PROFESIONALES_REDHAT_7.0_Bits (4448642f-1391-4306-b681-a0f723a40948);8;96;0;2;2;22;4;5;6;3
866898_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;94;100;3;12;45;3126;586;222;4647;5503
866901_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;32;100;5;4;30;962;2063;678;593;219
Admin (1c98cf3e-e076-4094-bfdb-491897e8c9e8);8;77;2;2;61;666;0;0;0;0
ASPECT_LAB_H3 (adbf6d80-1946-46ed-8239-05cd9f4cca0a);32;100;0;8;2;127;367;682;243;214
ASPECT_LAB_H7;32;25;0;8;10;663;69;392;143;1379
ASPECT_LAB_H7_TEMP;32;25;0;8;3;150;0;0;0;0
ASPECT_LAB_H9 (10c211b6-53b6-43d3-a044-e08147eafe8a);4;98;0;8;2;116;2566;918;82;31
BDconsat-141209- (fcfdc092-25d4-459b-9a47-c25607c0cd38);18;100;0;6;70;1785;171;43;631;294
BIBA_EL_CORRAL (312b8298-f748-4b89-92f7-1e0a307843b3);8;100;2;4;19;647;1;21;2;1
BIBA_EL_CORRAL (312b8298-f748-4b89-92f7-1e0a307843b3);56;100;6;8;19;1874;550;389;246;136
corona (9ba4aa25-2b3c-4e4f-b4b0-f2bb3dcbeb8a);4;47;0;1;0;4;0;0;0;0
DEV (113d8b6e-b9e8-4b88-93df-a29d25bbec3c);8;98;0;2;5;150;244;636;82;291
FORTI (a625d943-325a-485d-9956-95a60c1e3a40);1;57;0;1;2;5;0;0;0;0
INFOIL SID 167096 (cb6a262d-ef5b-40d0-8dc5-12a573895fe5);8;100;0;2;9;125;6;10;8;55
interno (e6bba192-3101-49b5-a5f6-68da36e3ff7b);5;97;0;1;87;470;673;160;179;50
Mapserver-183619- (82cd442e-4472-48e1-875e-baaf0e7298f0);8;99;0;4;68;671;25;3;87;13
MOLINA;8;45;0;4;18;0;0;0;0;0
new_SRVDBCWTEST (b0083170-be73-457b-ac2f-20b194bcfbbd);48;65;5;4;71;831;59;8;36;22
NSX Manager CL;16;100;0;4;4;103;15;3;10;5
NSX_ Managersan_Q&Q;16;95;1;4;5;60;2;1;3;27
OS_9139_SUSE_12_SP3_COMPUTE;8;20;0;4;0;57;0;0;0;0
OS_9140_SUSE_12_SP3_OPENATTIC;8;19;0;4;0;56;0;0;0;0
OS_9141_SUSE_12_SP3_NODO1;8;18;0;4;0;60;0;0;0;0
PLANTILLA (4201720b-d007-46b4-8ab2-0470ece53088);8;53;0;2;3;494;0;0;0;0
qacoronabd (b87edfb1-8b54-4a89-95b9-c5666280e72b);4;68;1;1;23;252;331;238;11;8
RDSBROKER;24;69;5;8;1;329;5;4;0;0
SRVDBCW02 (31ab66a0-48c5-4104-bc8b-1bf86566e2be);8;65;0;2;0;0;0;0;0;0
SRVNAVCW01 (ec3ab735-b2b4-474e-b20a-42b4e8be7f5f);8;53;1;2;78;1362;207;80;10;4
SRVSIMA01 (58a5abaf-7499-41aa-a566-bf09eee2cc05);8;27;0;2;21;439;0;0;0;0
SRVTSCW01 (82381e1b-0afb-47e0-89ca-0bf87f6457bd);32;76;6;2;119;1806;169;84;85;58
SRVTSCW02 (5a04507f-3dd0-40e1-be95-7cb4230b2e1d);64;100;7;4;88;2902;2206;793;206;104
SRVTSCW02 (5a04507f-3dd0-40e1-be95-7cb4230b2e1d);96;100;7;4;103;3079;2790;943;327;95
SRVTSCW03 (58a5abaf-7499-41aa-a566-bf09eee2cc05);32;95;6;4;2;59;41;356;0;307
SRVTSCWTEST_NEW;32;85;5;4;5;106;89;23;12;2
SRVTSERP04 (70997551-442a-4955-99a5-be011bcf4e25);16;100;2;4;26;763;136;64;45;17
SRVTSERP07 (fe7ad71e-db1f-4c8a-9530-0e043fea549d);16;100;3;4;26;767;135;87;48;17
SRVTSERP10 (f58a8ddb-6190-40cf-ac1d-2e99d9310690);16;100;4;4;24;747;138;103;40;14
TEST_IFX_CAMARAS_AMD (9b6d5b33-fe98-440e-9f2c-3147946eb5d8);4;40;0;4;4;121;0;0;0;0
878170_WINDOWS_SERVER_2016_DATACENTER;48;98;14;12;10;820;1;8;2;83
878170_WINDOWS_SERVER_2016_DATACENTER_restor;56;61;3;12;22;2080;44;75;176;80
879391_CENTOS_SERVER_6.8_64Bits;16;7;0;4;0;3;0;0;0;0
881493_WINDOWS_SERVER_2016_STANDARD_64Bit (24947dfd-2a16-4770-bc48-4e5d8f08fbf8);48;72;9;4;12;398;123;163;31;1196
881493_WINDOWS_SERVER_2016_STANDARD_64Bits;48;32;3;4;5;6;0;0;0;0
892310_CENTOS_7.5_NEW (f4580572-b0a7-4875-8435-08fa818c866e);2;94;0;4;8;184;0;1;1;1
892310_MASTER_LCTL_SAS_CENTOS_7.6 (6fc04d38-b8b7-405e-984a-c016549e9da7);2;94;0;2;18;149;0;0;0;0
892310_MASTER_LCTL_SAS_WIN_2012_R2_STD_WD (f7f73bb2-7d09-4061-8cea-3568527a5495);12;100;0;4;14;411;520;225;166;200
894108_TM520000005 (4550977f-6dc2-4622-9333-9c74ce5600d2);60;100;2;16;28;3055;313;109;10544;3485
894116_TM520200012 (e8e52432-720a-40d8-b2d7-d24a0258f98d);32;100;1;8;8;989;119;52;291;1773
894120_TM527200076 (4c5503dd-0a8e-4fa9-80f3-7773ed443195);12;100;0;2;8;701;3;1;0;0
894122_TM520200038 (3f097e3d-7222-46c3-aeea-f7fe0fbaf715);12;99;2;12;1;87;10;82;10;430
894155_TM527200066 (4e2796e7-0fe2-429d-ba07-07c3d17c8b41);12;100;0;12;33;2042;308;104;284;98
894177_TM000135_2012;60;100;0;16;13;1602;1042;3545;1121;2564
894183_TM520200201_2012;12;100;0;8;4;226;116;1904;1739;1435
894300_SINIGAN-APP-01 (0ee90d02-a3c3-4a3f-865a-2f56b0d076d2);64;81;11;12;2;153;330;158;439;156
894305_BOG-WEB-03-ICA (0e752419-7287-4c56-919e-7ad1fd912849);32;76;5;12;10;1516;1256;452;321;113
908797_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;64;71;6;8;4;205;7;108;19;48
91381_APP_SERVER_DLLO8 (bf16f97e-1178-4222-9f40-8527e320fe9c);26;100;2;12;44;3473;3;3;7;3
91381_APPSERVER_PROD_restore1711;32;89;4;4;59;855;224;61;221;60
91381_CENTOS_MOODLE_Apoyo (07dadffb-e8ac-407f-813f-6868bcffd838);4;98;0;3;5;107;4;9;67;29
91381_Portal_Web_Uniagraria_Prod;6;96;0;2;46;451;9;188258;224;109888
923609_CENTOS_SERVER_6.8_64Bits;32;90;2;6;0;27;0;48;0;18
92464_ATOS_DbServerProduccion (be12ccbd-11f6-4178-817f-f579d7e43659);32;100;0;24;7;713;596;169;6836;2693
930994_CC_APLIC;128;29;10;4;4;442;1;152;1;2
930994_WINDOWS_SERVER_2016_DATACENTER_64Bits;16;52;0;4;0;7;0;4;0;0
930995_PORTAL_BD_REDHAT;8;43;0;2;1;13;0;0;0;0
